"parent","level","name","lng","lat","people_count_2010","adcode"
"安庆市","district","潜山县","116.573666","30.638222","500292","340824"
"黔南布依族苗族自治州","district","独山县","107.542757","25.826283","265212","522726"
"甘孜藏族自治州","district","炉霍县","100.679495","31.392674","46558","513327"
"攀枝花市","district","仁和区","101.737916","26.497185","260294","510411"
"承德市","district","丰宁满族自治县","116.65121","41.209903","357029","130826"
"楚雄彝族自治州","district","南华县","101.274991","25.192408","236133","532324"
"郑州市","district","新郑市","113.73967","34.394219","758128","410184"
"黄冈市","district","武穴市","115.56242","29.849342","644247","421182"
"黔南布依族苗族自治州","district","罗甸县","106.750006","25.429894","257236","522728"
"沈阳市","district","铁西区","123.350664","41.787808","278741","210106"
"沈阳市","district","辽中县","122.731269","41.512725","476081","210122"
"恩施土家族苗族自治州","district","利川市","108.943491","30.294247","654094","422802"
"六盘水市","district","六枝特区","105.474235","26.210662","495162","520203"
"伊犁哈萨克自治州","district","察布查尔锡伯自治县","81.150874","43.838883","null","654022"
"晋中市","district","平遥县","112.174059","37.195474","502712","140728"
"景德镇市","district","浮梁县","117.217611","29.352251","303563","360222"
"乌海市","district","乌达区","106.722711","39.502288","133370","150304"
"鹤岗市","district","工农区","130.276652","47.331678","140070","230403"
"临汾市","district","永和县","110.631276","36.760614","63649","141032"
"沈阳市","district","大东区","123.469956","41.808503","782867","210104"
"葫芦岛市","district","兴城市","120.729365","40.619413","546176","211481"
"西安市","district","莲湖区","108.933194","34.2656","698513","610104"
"桂林市","district","象山区","110.284882","25.261986","275284","450304"
"桂林市","district","平乐县","110.642821","24.632216","1600000","450330"
"赣州市","district","定南县","115.03267","24.774277","172771","360728"
"昆明市","district","官渡区","102.723437","25.021211","853371","530111"
"朔州市","district","山阴县","112.816396","39.52677","238885","140621"
"朝阳市","district","凌源市","119.404789","41.243086","570660","211382"
"桂林市","district","恭城瑶族自治县","110.82952","24.833612","null","450332"
"临汾市","district","曲沃县","111.475529","35.641387","237033","141021"
"赣州市","district","龙南县","114.792657","24.90476","300301","360727"
"宜春市","district","上高县","114.932653","28.234789","326697","360923"
"孝感市","district","孝昌县","113.988964","31.251618","588666","420921"
"赣州市","district","赣县","115.018461","25.865432","546964","360721"
"赣州市","district","于都县","115.411198","25.955033","853457","360731"
"宜春市","district","丰城市","115.786005","28.191584","1300000","360981"
"普洱市","district","江城哈尼族彝族自治县","101.859144","22.58336","null","530826"
"锦州市","district","凌河区","121.151304","41.114662","409606","210703"
"永州市","district","双牌县","111.662146","25.959397","164947","431123"
"黄山市","district","歙县","118.428025","29.867748","409247","341021"
"黄山市","district","祁门县","117.717237","29.853472","157768","341024"
"马鞍山市","district","当涂县","118.489873","31.556167","624771","340521"
"运城市","district","垣曲县","111.67099","35.298293","231018","140827"
"固原市","district","彭阳县","106.641512","35.849975","200201","640425"
"防城港市","district","防城区","108.358426","21.764758","362888","450603"
"商洛市","district","山阳县","109.880435","33.530411","422255","611024"
"宿州市","district","埇桥区","116.983309","33.633853","null","341302"
"安庆市","district","迎江区","117.044965","30.506375","251080","340802"
"葫芦岛市","district","南票区","120.752314","41.098813","120969","211404"
"重庆市市辖区","district","北碚区","106.437868","29.82543","680360","500109"
"固原市","district","隆德县","106.12344","35.618234","160754","640423"
"重庆市市辖区","district","黔江区","108.782577","29.527548","445012","500114"
"重庆市市辖区","district","渝北区","106.512851","29.601451","1300000","500112"
"重庆市市辖区","district","大渡口区","106.48613","29.481002","301042","500104"
"重庆市市辖区","district","涪陵区","107.394905","29.703652","1100000","500102"
"重庆市市辖区","district","巴南区","106.519423","29.381919","918692","500113"
"重庆市市辖区","district","綦江区","106.651417","29.028091","255776","500110"
"遂宁市","district","安居区","105.459383","30.346121","639125","510904"
"重庆市市辖区","district","长寿区","107.074854","29.833671","770009","500115"
"宜春市","district","樟树市","115.543388","28.055898","555120","360982"
"重庆市市辖区","district","万州区","108.380246","30.807807","1600000","500101"
"重庆市市辖区","district","大足区","105.715319","29.700498","null","500111"
"重庆市市辖区","district","沙坪坝区","106.4542","29.541224","1000000","500106"
"洛阳市","district","洛龙区","112.456634","34.618557","null","410311"
"枣庄市","district","峄城区","117.586316","34.767713","364238","370404"
"石家庄市","district","赵县","114.775362","37.754341","571077","130133"
"石家庄市","district","裕华区","114.533257","38.027696","628572","130108"
"锡林郭勒盟","district","苏尼特右旗","112.65539","42.746662","71063","152524"
"宜春市","district","宜丰县","114.787381","28.388289","274046","360924"
"盐城市","district","亭湖区","120.136078","33.383912","904514","320902"
"郑州市","district","惠济区","113.61836","34.828591","269579","410108"
"锡林郭勒盟","district","锡林浩特市","116.091903","43.944301","245886","152502"
"锡林郭勒盟","district","正蓝旗","116.003311","42.245895","81967","152530"
"邯郸市","district","临漳县","114.610703","36.337604","600600","130423"
"南阳市","district","社旗县","112.938279","33.056126","633786","411327"
"海东市","district","民和回族土族自治县","102.804209","36.329451","null","630222"
"抚顺市","district","顺城区","123.917165","41.881132","472920","210411"
"锡林郭勒盟","district","太仆寺旗","115.28728","41.895199","112339","152527"
"咸阳市","district","长武县","107.795835","35.206122","167570","610428"
"吐鲁番市","district","高昌区","89.182324","42.947627","null","650402"
"海东市","district","循化撒拉族自治县","102.486534","35.847247","null","630225"
"济宁市","district","梁山县","116.08963","35.801843","730652","370832"
"齐齐哈尔市","district","昂昂溪区","123.813181","47.156867","80109","230205"
"龙岩市","district","长汀县","116.361007","25.842278","393390","350821"
"北京市市辖区","district","昌平区","116.235906","40.218085","1700000","110114"
"郴州市","district","嘉禾县","112.370618","25.587309","296811","431024"
"济宁市","district","汶上县","116.487146","35.721746","684617","370830"
"日照市","district","东港区","119.457703","35.426152","920511","371102"
"潍坊市","district","高密市","119.757033","36.37754","895582","370785"
"玉树藏族自治州","district","囊谦县","96.479797","32.203206","85825","632725"
"福州市","district","罗源县","119.552645","26.487234","207677","350123"
"香港特別行政區","district","葵青區","114.13918","22.363908","null","810017"
"临汾市","district","洪洞县","111.673692","36.255742","733420","141024"
"徐州市","district","泉山区","117.182225","34.262249","539693","320311"
"桂林市","district","龙胜各族自治县","110.009423","25.796428","154889","450328"
"徐州市","district","新沂市","118.345828","34.368779","920628","320381"
"唐山市","district","迁西县","118.305139","40.146238","390128","130227"
"凉山彝族自治州","district","冕宁县","102.170046","28.550844","351245","513433"
"石家庄市","district","新乐市","114.68578","38.344768","487652","130184"
"资阳市","district","乐至县","105.031142","30.275619","546767","512022"
"廊坊市","district","文安县","116.460107","38.866801","500967","131026"
"保定市","district","易县","115.501146","39.35297","537564","130633"
"玉树藏族自治州","district","玉树市","97.008762","33.00393","null","632701"
"郴州市","district","北湖区","113.032208","25.792628","419784","431002"
"上饶市","district","玉山县","118.244408","28.673479","574369","361123"
"大连市","district","沙河口区","121.593702","38.912859","693140","210204"
"大连市","district","中山区","121.64376","38.921553","339527","210202"
"洛阳市","district","洛宁县","111.655399","34.387179","421262","410328"
"菏泽市","district","曹县","115.549482","34.823253","1400000","371721"
"太原市","district","阳曲县","112.673818","38.058797","120228","140122"
"沧州市","district","黄骅市","117.343803","38.369238","548507","130983"
"上饶市","district","婺源县","117.86219","29.254015","334020","361130"
"济宁市","district","兖州区","116.828996","35.556445","null","370812"
"保定市","district","阜平县","114.198801","38.847276","205299","130624"
"保定市","district","涿州市","115.973409","39.485765","603535","130681"
"秦皇岛市","district","青龙满族自治县","118.954555","40.406023","496726","130321"
"秦皇岛市","district","卢龙县","118.881809","39.891639","384439","130324"
"呼伦贝尔市","district","鄂伦春自治旗","123.725684","50.590177","223752","150723"
"上饶市","district","德兴市","117.578732","28.945034","293201","361181"
"秦皇岛市","district","山海关区","119.753591","39.998023","178769","130303"
"张家口市","district","张北县","114.715951","41.151713","318669","130722"
"巴彦淖尔市","district","五原县","108.270658","41.097639","260480","150821"
"济宁市","district","金乡县","116.310364","35.06977","625262","370828"
"苏州市","district","相城区","120.618956","31.396684","692947","320507"
"张家口市","district","宣化县","115.03308","40.562211","273506","130721"
"保定市","district","清苑区","115.492221","38.771012","null","130608"
"张家口市","district","赤城县","115.832708","40.912081","238169","130732"
"太原市","district","清徐县","112.357961","37.60729","343861","140121"
"呼和浩特市","district","托克托县","111.197317","40.276729","200840","150122"
"三明市","district","尤溪县","118.188577","26.169261","352067","350426"
"许昌市","district","襄城县","113.493166","33.855943","671315","411025"
"德州市","district","乐陵市","117.216657","37.729115","652415","371481"
"秦皇岛市","district","抚宁区","119.240651","39.887053","null","130306"
"黔西南布依族苗族自治州","district","晴隆县","105.218773","25.832881","246809","522324"
"邯郸市","district","武安市","114.194581","36.696115","819000","130481"
"黔南布依族苗族自治州","district","龙里县","106.977733","26.448809","180865","522730"
"绍兴市","district","嵊州市","120.82888","29.586606","679762","330683"
"嘉兴市","district","平湖市","121.014666","30.698921","671834","330482"
"通辽市","district","库伦旗","121.774886","42.734692","167020","150524"
"乐山市","district","市中区","103.75539","29.588327","null","511102"
"绍兴市","district","上虞区","120.874185","30.016769","null","330604"
"嘉兴市","district","海宁市","120.688821","30.525544","806966","330481"
"滨州市","district","阳信县","117.581326","37.640492","427014","371622"
"大庆市","district","萨尔图区","125.114643","46.596356","328808","230602"
"临汾市","district","汾西县","111.563021","36.653368","144791","141034"
"承德市","district","围场满族蒙古族自治县","117.764086","41.949404","421400","130828"
"南平市","district","武夷山市","118.032796","27.751733","233554","350782"
"湖州市","district","南浔区","120.417195","30.872742","536054","330503"
"温州市","district","苍南县","120.406256","27.507743","1200000","330327"
"渭南市","district","白水县","109.594309","35.177291","279679","610527"
"蚌埠市","district","龙子湖区","117.382312","32.950452","243123","340302"
"黄冈市","district","蕲春县","115.433964","30.234927","727805","421126"
"菏泽市","district","牡丹区","115.470946","35.24311","1300000","371702"
"梧州市","district","长洲区","111.275678","23.4777","185574","450405"
"中卫市","district","海原县","105.647323","36.562007","389305","640522"
"忻州市","district","岢岚县","111.56981","38.705625","84395","140929"
"宜昌市","district","点军区","111.268163","30.692322","103696","420504"
"吕梁市","district","汾阳市","111.785273","37.267742","416212","141182"
"淮安市","district","清浦区","119.030498","33.58074","330664","320811"
"文山壮族苗族自治州","district","丘北县","104.194366","24.040982","477441","532626"
"郴州市","district","宜章县","112.947884","25.394345","579340","431022"
"徐州市","district","沛县","116.937182","34.729044","1100000","320322"
"邢台市","district","巨鹿县","115.038782","37.21768","374634","130529"
"重庆市市辖区","district","开县","108.413317","31.167735","1200000","500234"
"徐州市","district","邳州市","117.963923","34.314708","1500000","320382"
"永州市","district","江华瑶族自治县","111.577276","25.182596","null","431129"
"大兴安岭地区","district","漠河县","122.536256","52.972074","83414","232723"
"榆林市","district","米脂县","110.178683","37.759081","154953","610827"
"榆林市","district","清涧县","110.12146","37.087702","128938","610830"
"芜湖市","district","无为县","117.911432","31.303075","null","340225"
"阿里地区","district","普兰县","81.177588","30.291896","9657","542521"
"南京市","district","建邺区","118.732688","32.004538","427089","320105"
"金华市","district","金东区","119.681264","29.095835","315583","330703"
"齐齐哈尔市","district","碾子山区","122.887972","47.51401","72151","230207"
"淄博市","district","沂源县","118.166161","36.186282","549491","370323"
"安庆市","district","岳西县","116.360482","30.848502","321636","340828"
"成都市","district","成华区","104.103077","30.660275","938785","510108"
"潍坊市","district","安丘市","119.206886","36.427417","926894","370784"
"伊春市","district","铁力市","128.030561","46.985772","349369","230781"
"揭阳市","district","普宁市","116.165082","23.29788","2100000","445281"
"兴安盟","district","乌兰浩特市","122.068975","46.077238","327081","152201"
"宣城市","district","绩溪县","118.594705","30.065267","156127","341824"
"重庆市市辖区","district","奉节县","109.465774","31.019967","834259","500236"
"丽水市","district","景宁畲族自治县","119.634669","27.977247","107106","331127"
"衡水市","district","阜城县","116.164727","37.869945","341087","131128"
"香港特別行政區","district","北區","114.147404","22.496143","null","810013"
"乌兰察布市","district","卓资县","112.577702","40.89576","136965","150921"
"鹰潭市","district","余江县","116.822763","28.206177","352476","360622"
"丽水市","district","龙泉市","119.132319","28.069177","234626","331181"
"南昌市","district","进贤县","116.267671","28.365681","690446","360124"
"潍坊市","district","昌乐县","118.839995","36.703253","615910","370725"
"来宾市","district","武宣县","109.66287","23.604162","353253","451323"
"宁波市","district","奉化市","121.41089","29.662348","491697","330283"
"白山市","district","抚松县","127.273796","42.332643","297960","220621"
"乌兰察布市","district","兴和县","113.834009","40.872437","220067","150924"
"邯郸市","district","馆陶县","115.289057","36.539461","309032","130433"
"上饶市","district","信州区","117.970522","28.445378","416219","361102"
"香港特別行政區","district","黃大仙區","114.203985","22.336112","null","810008"
"北京市市辖区","district","大兴区","116.338033","39.728908","1400000","110115"
"九江市","district","湖口县","116.244313","29.7263","275797","360429"
"临汾市","district","隰县","110.935809","36.692675","103617","141031"
"吉安市","district","永新县","114.242534","26.944721","475580","360830"
"松原市","district","长岭县","123.985184","44.276579","639205","220722"
"赤峰市","district","松山区","118.938958","42.281046","573571","150404"
"鞍山市","district","铁西区","122.971834","41.11069","null","210303"
"海口市","district","琼山区","110.354722","20.001051","479958","460107"
"南阳市","district","内乡县","111.843801","33.046358","575210","411325"
"宜春市","district","奉新县","115.389899","28.700672","312956","360921"
"临沂市","district","沂水县","118.634543","35.787029","998331","371323"
"萍乡市","district","安源区","113.855044","27.625826","534560","360302"
"朝阳市","district","朝阳县","120.404217","41.526342","486774","211321"
"焦作市","district","沁阳市","112.934538","35.08901","447701","410882"
"泸州市","district","江阳区","105.445131","28.882889","575231","510502"
"焦作市","district","山阳区","113.26766","35.21476","324121","410811"
"四平市","district","公主岭市","124.817588","43.509474","1100000","220381"
"盘锦市","district","大洼县","122.071708","40.994428","430913","211121"
"茂名市","district","化州市","110.63839","21.654953","1200000","440982"
"梧州市","district","万秀区","111.315817","23.471318","138842","450403"
"永州市","district","道县","111.591614","25.518444","606299","431124"
"抚州市","district","宜黄县","116.223023","27.546512","224039","361026"
"蚌埠市","district","蚌山区","117.355789","32.938066","334426","340303"
"怀化市","district","鹤城区","109.982242","27.548474","552622","431202"
"吉安市","district","峡江县","115.319331","27.580862","184483","360823"
"泸州市","district","泸县","105.376335","29.151288","840336","510521"
"上海市市辖区","district","崇明县","121.397516","31.626946","703722","310230"
"萍乡市","district","莲花县","113.955582","27.127807","236328","360321"
"怀化市","district","溆浦县","110.593373","27.903802","741014","431224"
"怀化市","district","新晃侗族自治县","109.174443","27.359897","244322","431227"
"苏州市","district","昆山市","120.958137","31.381925","1600000","320583"
"黔东南苗族侗族自治州","district","丹寨县","107.794808","26.199497","122430","522636"
"大理白族自治州","district","剑川县","99.905887","26.530066","169973","532931"
"九江市","district","九江县","115.892977","29.610264","315219","360421"
"昆明市","district","安宁市","102.485544","24.921785","341341","530181"
"安庆市","district","太湖县","116.305225","30.451869","515283","340825"
"怀化市","district","靖州苗族侗族自治县","109.691159","26.573511","null","431229"
"安庆市","district","桐城市","116.959656","31.050576","664455","340881"
"衡阳市","district","衡东县","112.950412","27.083531","630029","430424"
"怀化市","district","沅陵县","110.399161","28.455554","582582","431222"
"昆明市","district","富民县","102.497888","25.219667","145554","530124"
"曲靖市","district","马龙县","103.578755","25.429451","184989","530321"
"大理白族自治州","district","大理市","100.241369","25.593067","856655","532901"
"重庆市市辖区","district","南岸区","106.560813","29.523992","759570","500108"
"咸宁市","district","赤壁市","113.88366","29.716879","478410","421281"
"辽阳市","district","文圣区","123.188227","41.266765","193414","211003"
"驻马店市","district","遂平县","114.00371","33.14698","493930","411728"
"苏州市","district","吴中区","120.624621","31.270839","1200000","320506"
"云浮市","district","罗定市","111.578201","22.765415","959006","445381"
"辽阳市","district","辽阳县","123.079674","41.216479","573509","211021"
"甘孜藏族自治州","district","泸定县","102.233225","29.912482","83386","513322"
"黔东南苗族侗族自治州","district","三穗县","108.681121","26.959884","155735","522624"
"桂林市","district","叠彩区","110.300783","25.301334","170628","450303"
"安阳市","district","安阳县","114.130207","36.130585","849057","410522"
"山南地区","district","浪卡子县","90.398747","28.96836","34767","542233"
"宝鸡市","district","岐山县","107.624464","34.44296","459064","610323"
"九江市","district","彭泽县","116.55584","29.898865","353149","360430"
"香港特別行政區","district","中西區","114.154334","22.281931","null","810001"
"辽源市","district","龙山区","125.145164","42.902702","294278","220402"
"九江市","district","都昌县","116.205114","29.275105","716370","360428"
"德州市","district","陵城区","116.574929","37.332848","null","371403"
"广元市","district","青川县","105.238847","32.585655","222253","510822"
"蚌埠市","district","淮上区","117.34709","32.963147","145874","340311"
"石家庄市","district","栾城区","114.654281","37.886911","null","130111"
"郴州市","district","桂东县","113.945879","26.073917","226562","431027"
"锡林郭勒盟","district","东乌珠穆沁旗","116.980022","45.510307","93962","152525"
"牡丹江市","district","林口县","130.268402","45.286645","368956","231025"
"南充市","district","顺庆区","106.084091","30.795572","701927","511302"
"佳木斯市","district","向阳区","130.361786","46.809645","null","230803"
"河源市","district","连平县","114.495952","24.364227","337002","441623"
"吉林市","district","舒兰市","126.947813","44.410906","645702","220283"
"大庆市","district","肇州县","125.273254","45.708685","387463","230621"
"铜川市","district","印台区","109.100814","35.111927","217509","610203"
"大庆市","district","杜尔伯特蒙古族自治县","124.446259","46.865973","null","230624"
"周口市","district","扶沟县","114.392008","34.054061","625819","411621"
"桂林市","district","秀峰区","110.292445","25.278544","156504","450302"
"哈尔滨市","district","双城区","126.308784","45.377942","null","230113"
"汕头市","district","南澳县","117.027105","23.419562","60304","440523"
"株洲市","district","天元区","113.136252","27.826909","215392","430211"
"临汾市","district","古县","111.920207","36.26855","91798","141025"
"达州市","district","开江县","107.864135","31.085537","430877","511723"
"平凉市","district","华亭县","106.649308","35.215342","189333","620824"
"泰州市","district","泰兴市","120.020228","32.168784","1100000","321283"
"盘锦市","district","双台子区","122.055733","41.190365","208384","211102"
"锡林郭勒盟","district","苏尼特左旗","113.653412","43.854108","33652","152523"
"百色市","district","田林县","106.235047","24.290262","225043","451029"
"乌兰察布市","district","丰镇市","113.163462","40.437534","245608","150981"
"呼伦贝尔市","district","牙克石市","120.729005","49.287024","352173","150782"
"新乡市","district","卫滨区","113.866065","35.304905","193506","410703"
"锡林郭勒盟","district","正镶白旗","115.031423","42.286807","54443","152529"
"百色市","district","凌云县","106.56487","24.345643","185869","451027"
"宁德市","district","寿宁县","119.506733","27.457798","175874","350924"
"吉安市","district","泰和县","114.901393","26.790164","512225","360826"
"镇江市","district","润州区","119.414877","32.213501","296539","321111"
"吉安市","district","安福县","114.61384","27.382746","385631","360829"
"吉安市","district","万安县","114.784694","26.462085","301699","360828"
"黑河市","district","爱辉区","127.497639","50.249027","211313","231102"
"安康市","district","汉阴县","108.510946","32.891121","246147","610921"
"周口市","district","川汇区","114.652136","33.614836","505171","411602"
"宜宾市","district","宜宾县","104.541489","28.695678","813053","511521"
"泉州市","district","德化县","118.242986","25.489004","277867","350526"
"南京市","district","浦口区","118.625307","32.05839","710298","320111"
"安康市","district","石泉县","108.250512","33.038512","171097","610922"
"四平市","district","梨树县","124.335802","43.30831","782630","220322"
"安康市","district","白河县","110.114186","32.809484","163395","610929"
"宁德市","district","霞浦县","120.005214","26.882068","461176","350921"
"吉安市","district","吉水县","115.134569","27.213445","501337","360822"
"安康市","district","平利县","109.361865","32.387933","192959","610926"
"通辽市","district","科尔沁左翼后旗","122.355155","42.954564","null","150522"
"武汉市","district","江夏区","114.313961","30.349045","790117","420115"
"牡丹江市","district","阳明区","129.634645","44.596328","240214","231003"
"北京市市辖区","district","西城区","116.366794","39.915309","674531","110102"
"汉中市","district","西乡县","107.765858","32.987961","341812","610724"
"大同市","district","左云县","112.70641","40.012873","156163","140226"
"邢台市","district","内丘县","114.511523","37.287663","266620","130523"
"伊犁哈萨克自治州","district","霍城县","80.872508","44.049912","352689","654023"
"鄂尔多斯市","district","乌审旗","108.842454","38.596611","124527","150626"
"保山市","district","腾冲市","98.497292","25.01757","null","530581"
"安康市","district","镇坪县","109.526437","31.883395","50966","610927"
"呼伦贝尔市","district","新巴尔虎右旗","116.825991","48.669134","36356","150727"
"呼伦贝尔市","district","海拉尔区","119.764923","49.213889","344934","150702"
"包头市","district","白云鄂博矿区","109.97016","41.769246","26050","150206"
"晋城市","district","陵川县","113.278877","35.775614","231360","140524"
"安阳市","district","汤阴县","114.362357","35.922349","430803","410523"
"承德市","district","双滦区","117.797485","40.959756","146878","130803"
"呼伦贝尔市","district","鄂温克族自治旗","119.754041","49.143293","251467","150724"
"成都市","district","金牛区","104.043487","30.692058","1200000","510106"
"成都市","district","龙泉驿区","104.269181","30.56065","767203","510112"
"成都市","district","金堂县","104.415604","30.858417","717227","510121"
"鄂尔多斯市","district","东胜区","109.98945","39.81788","582544","150602"
"成都市","district","崇州市","103.671049","30.631478","661120","510184"
"济南市","district","商河县","117.156369","37.310544","564125","370126"
"鄂尔多斯市","district","鄂托克前旗","107.48172","38.183257","68282","150623"
"洛阳市","district","宜阳县","112.179989","34.516478","636491","410327"
"南阳市","district","方城县","113.010933","33.255138","922467","411322"
"洛阳市","district","新安县","112.141403","34.728679","470198","410323"
"鄂尔多斯市","district","伊金霍洛旗","109.787402","39.604312","226752","150627"
"重庆市市辖区","district","合川区","106.265554","29.990993","1300000","500117"
"宝鸡市","district","凤县","106.525212","33.912464","105492","610330"
"渭南市","district","合阳县","110.147979","35.237098","436441","610524"
"成都市","district","青白江区","104.25494","30.883438","381792","510113"
"黄石市","district","黄石港区","115.090164","30.212086","224314","420202"
"自贡市","district","贡井区","104.714372","29.345675","260607","510303"
"自贡市","district","沿滩区","104.876417","29.272521","272809","510311"
"喀什地区","district","巴楚县","78.55041","39.783479","411960","653130"
"成都市","district","新都区","104.16022","30.824223","775703","510114"
"攀枝花市","district","米易县","102.109877","26.887474","219227","510421"
"石嘴山市","district","平罗县","106.54489","38.90674","253010","640221"
"江门市","district","开平市","112.692262","22.366286","699242","440783"
"攀枝花市","district","盐边县","101.851848","26.677619","207717","510422"
"唐山市","district","乐亭县","118.905341","39.42813","526222","130225"
"武威市","district","凉州区","102.634492","37.93025","1000000","620602"
"香港特別行政區","district","油尖旺區","114.173347","22.311632","null","810005"
"塔城地区","district","塔城市","82.983988","46.746281","161037","654201"
"邯郸市","district","邯郸县","114.531083","36.593905","462012","130421"
"永州市","district","冷水滩区","111.607156","26.434364","488010","431103"
"邯郸市","district","曲周县","114.957588","36.773398","427610","130435"
"玉林市","district","博白县","109.980004","22.271285","1300000","450923"
"邵阳市","district","武冈市","110.636804","26.732086","734870","430581"
"茂名市","district","茂南区","110.920542","21.660425","820821","440902"
"眉山市","district","东坡区","103.831553","30.048128","821853","511402"
"海南藏族自治州","district","贵德县","101.431856","36.040456","101771","632523"
"黄南藏族自治州","district","河南蒙古族自治县","101.611877","34.734522","null","632324"
"梅州市","district","梅县区","116.083482","24.267825","null","441403"
"惠州市","district","惠东县","114.723092","22.983036","908390","441323"
"吉林市","district","桦甸市","126.745445","42.972093","444843","220282"
"衡阳市","district","南岳区","112.734147","27.240536","59681","430412"
"四平市","district","伊通满族自治县","125.303124","43.345464","475245","220323"
"承德市","district","兴隆县","117.507098","40.418525","314730","130822"
"那曲地区","district","双湖县","88.838578","33.18698","null","542431"
"长春市","district","绿园区","125.272467","43.892177","810551","220106"
"北京市市辖区","district","丰台区","116.286968","39.863642","2100000","110106"
"贵港市","district","港南区","109.604665","23.067516","507962","450803"
"红河哈尼族彝族自治州","district","屏边苗族自治县","103.687229","22.987013","null","532523"
"红河哈尼族彝族自治州","district","开远市","103.258679","23.713832","322693","532502"
"营口市","district","站前区","122.253235","40.669949","310634","210802"
"济宁市","district","曲阜市","116.991885","35.592788","640498","370881"
"白银市","district","平川区","104.819207","36.72921","192399","620403"
"盐城市","district","东台市","120.314101","32.853174","990306","320981"
"平凉市","district","灵台县","107.620587","35.064009","183937","620822"
"平凉市","district","静宁县","105.733489","35.525243","423827","620826"
"惠州市","district","惠阳区","114.469444","22.78851","764816","441303"
"果洛藏族自治州","district","班玛县","100.737955","32.931589","27185","632622"
"北京市市辖区","district","通州区","116.658603","39.902486","1200000","110112"
"红河哈尼族彝族自治州","district","蒙自市","103.385005","23.366843","null","532503"
"周口市","district","西华县","114.530067","33.784378","787918","411622"
"张家界市","district","永定区","110.484559","29.125961","441804","430802"
"惠州市","district","龙门县","114.259986","23.723894","307180","441324"
"上海市市辖区","district","松江区","121.223543","31.03047","1600000","310117"
"北京市市辖区","district","石景山区","116.195445","39.914601","616083","110107"
"盘锦市","district","盘山县","121.98528","41.240701","285116","211122"
"鹰潭市","district","月湖区","117.034112","28.239076","214229","360602"
"宁德市","district","周宁县","119.338239","27.103106","112701","350925"
"柳州市","district","融水苗族自治县","109.252744","25.068812","402054","450225"
"柳州市","district","柳北区","109.406577","24.359145","428043","450205"
"柳州市","district","融安县","109.403621","25.214703","285641","450224"
"红河哈尼族彝族自治州","district","个旧市","103.154752","23.360383","459781","532501"
"庆阳市","district","华池县","107.986288","36.457304","120875","621023"
"昌吉回族自治州","district","呼图壁县","86.888613","44.189342","685317","652323"
"宝鸡市","district","太白县","107.316533","34.059215","50928","610331"
"宜宾市","district","江安县","105.068697","28.728102","399829","511523"
"三门峡市","district","灵宝市","110.88577","34.521264","668833","411282"
"清远市","district","连南瑶族自治县","112.290808","24.719097","129258","441826"
"佳木斯市","district","郊区","130.351588","46.80712","null","230811"
"吴忠市","district","盐池县","107.40541","37.784222","146560","640323"
"黑河市","district","五大连池市","126.197694","48.512688","326391","231182"
"淮南市","district","大通区","117.052927","32.632066","180917","340402"
"鹤岗市","district","萝北县","130.829087","47.577577","220131","230421"
"大庆市","district","大同区","124.818509","46.034304","234557","230606"
"临汾市","district","侯马市","111.371272","35.620302","240005","141081"
"大理白族自治州","district","永平县","99.533536","25.461281","175163","532928"
"固原市","district","原州区","106.28477","36.005337","411854","640402"
"淮南市","district","潘集区","116.816879","32.782117","395684","340406"
"银川市","district","贺兰县","106.345904","38.554563","222981","640122"
"乐山市","district","五通桥区","103.816837","29.406186","312086","511112"
"台州市","district","路桥区","121.37292","28.581799","616622","331004"
"阳泉市","district","盂县","113.41223","38.086131","311082","140322"
"大同市","district","天镇县","114.09112","40.421336","206009","140222"
"黔西南布依族苗族自治州","district","望谟县","106.091563","25.166667","251966","522326"
"玉树藏族自治州","district","曲麻莱县","95.800674","34.12654","517581","632726"
"甘南藏族自治州","district","临潭县","103.353054","34.69164","137001","623021"
"甘南藏族自治州","district","迭部县","103.221009","34.055348","52166","623024"
"巴彦淖尔市","district","临河区","107.417018","40.757092","541721","150802"
"日喀则市","district","定结县","87.767723","28.36409","null","540231"
"伊犁哈萨克自治州","district","霍尔果斯市","80.420759","44.201669","null","654004"
"淮南市","district","田家庵区","117.018318","32.644342","593981","340403"
"呼伦贝尔市","district","扎赉诺尔区","117.716373","49.456567","null","150703"
"淮南市","district","谢家集区","116.865354","32.598289","320251","340404"
"朔州市","district","右玉县","112.465588","39.988812","112063","140623"
"衡阳市","district","珠晖区","112.626324","26.891063","331094","430405"
"武汉市","district","江汉区","114.283109","30.578771","685699","420103"
"安庆市","district","宜秀区","117.070003","30.541323","254431","340811"
"石家庄市","district","长安区","114.548151","38.047501","479801","130102"
"遵义市","district","汇川区","106.937265","27.706626","438279","520303"
"石家庄市","district","新华区","114.465974","38.067142","228341","130105"
"绍兴市","district","诸暨市","120.244326","29.713662","1200000","330681"
"新乡市","district","封丘县","114.423405","35.04057","743837","410727"
"白城市","district","通榆县","123.088543","44.80915","353482","220822"
"塔城地区","district","沙湾县","85.622508","44.329544","365196","654223"
"长春市","district","榆树市","126.550107","44.827642","1200000","220182"
"梧州市","district","龙圩区","111.246035","23.40996","null","450406"
"漳州市","district","平和县","117.313549","24.366158","498533","350628"
"丹东市","district","振安区","124.427709","40.158557","183328","210604"
"湛江市","district","坡头区","110.455632","21.24441","null","440804"
"百色市","district","右江区","106.615727","23.897675","372825","451002"
